sheet,category,question,answer,amounts
faq,料金・費用,AdeBクリニックの施術は費用がかかりますか／お金はかかりますか／無料で受けられますか,"AdeBクリニックの施術は、保険診療と自由診療があります。自由診療の初診料は3,300円、再診料は880円となります。各施術の料金は料金ページにてご確認いただけます。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk
またAdeBクリニックでは、患者様のお悩みに応じて美容カウンセリングスタッフが治療内容についてご説明する美容相談も行っています。気になっている治療があるけれど不安な方や自分に合う治療がわからない方などのお悩みをお伺いし、当院の治療方針や施術内容についてご案内します。※無料美容相談はスタッフによるもので、医師の診察・治療は含まれません。医師による診察や治療は後日となります。美容相談の予約はWEB予約サイト、LINE、またはお電話（050-8882-5800）で承っています。 ・ WEB予約 こちらからご予約ください （（https://www.adeb.com/yoyaku/?utm_source=ai&utm_medium=sugudesk） ・ LINE予約 こちらからご予約ください （（https://page.line.me/epg9453r）） ・お電話 📞 050-8882-5800 ※電話受付時間：月～水・金～日曜日／9:00～13:00、14:00～17:45（木曜日休診）",880 3300
faq,料金・イボレーザー,体のイボ取り料金はいくらですか／背中のイボ1つを取りたい場合の料金は,"イボレーザー（炭酸ガスレーザー）の料金（税込）は、直径2mm未満3個まで6,500円、直径5mm未満1個6,500円、直径10mm未満1個13,000円、直径15mm未満1個19,500円となります。20mm以上は長径mm×1,300円です。別途初診料3,300円・再診料880円および麻酔代がかかります。当院では、首のイボだけでなく、顔や体などさまざまな部位のイボ治療を行っていますが、イボの大きさや種類、できている場所によって、適した治療方法が異なる場合があります。お悩みやご希望を伺いながら治療内容をご説明する美容相談も当院では無料で行っておりますので、まずはお気軽にご相談ください。※無料美容相談はスタッフによるもので、医師の診察・治療は含まれません。医師による診察や治療は後日となります。",880 1300 3300 6500 13000 19500
faq,料金・イボ,イボの診察・診断だけの料金はいくらですか／イボを診てもらうだけでもいくらかかりますか,"イボの診察・診断のみの場合、自費初診料3,300円（再診料880円）がかかります。当日治療を希望されない場合も予約が必要です。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",880 3300
faq,料金・ほくろ,ほくろ除去の麻酔代・薬代はいくらですか／ほくろ治療の総額を教えてください,"ほくろ除去レーザー（自費）の料金は1個1mmあたり3,800円（税込）で、別途診察料・麻酔代・薬代がかかります。麻酔注射1,200円、麻酔クリームは範囲により900円〜1,950円となります。保険診療でのほくろ切除（3割負担・5mmまで1個）は約4,980円で、別途病理診断料・麻酔代・加算料がかかります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",900 1200 1950 3800 4980
faq,料金・シミ取り,約1cmのシミ治療はいくらかかりますか／10mmのシミを取りたい,"フラル式シミレーザー治療（顔）の直径10mmの場合、初回11,000円、2回目以降16,500円（税込）となります。別途初診料3,300円・再診料880円がかかります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",880 3300 11000 16500
faq,料金・シミ取り放題,シミ取りレーザー10個の合計料金はいくらですか,"シミ取り放題レーザー10（大きさ問わず10個まで）の料金（税込）は、初回29,800円、2回目以降34,800円となります。別途初診料3,300円・再診料880円がかかります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",880 3300 29800 34800
faq,料金・ワキガ,ワキガ治療はいくらかかりますか／ミラドライの料金を教えてください,"ワキガ治療のミラドライの料金（税込）は、1回242,000円（医療ローン月々5,000円〜）、2回目以降189,800円となります。ボトックスによるわき汗治療は両脇49,800円〜となります（必要ポイント数は医師の診察時に決まります）。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",5000 49800 189800 242000
faq,料金・首のシワ,首のシワ治療の料金はいくらですか,"首のシワ治療にはスマートサイドドットレーザーがあり、首1回36,300円、5回セット145,200円、5回セット終了後1回27,225円（税込）となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",27225 36300 145200
faq,料金・シワ,眉間のシワ取りの料金はいくらですか／メンズの眉間シワ取り料金は,"眉間のシワ治療はスマートサイドドットレーザーとボトックスがあります。スマートサイドドットの眉間は1回14,000円、5回セット56,000円（税込）、ボトックスは必要ポイント数×2,500円〜3,700円（税込、ポイント数は医師の診察時に決まります）となります。男女ともに受けていただけます。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",2500 3700 14000 56000
faq,料金・ケミカルピーリング,ケミカルピーリングは保険適用ですか／ケミカルピーリングは保険が使えますか,"ケミカルピーリングは自由診療となり、保険は適用されません。料金（税込）は全顔6,900円、全顔（学割）4,600円などとなります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",4600 6900
faq,料金・シミ取りクリーム,シミ取りクリームの料金はいくらですか,"シミ取りクリームの料金（税込）は、1個4,950円、3個セット10,890円、10個セット32,890円となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",4950 10890 32890
faq,予約・受付,稗粒腫の保険治療（5個以内）は予約が必要ですか／稗粒腫治療は予約不要ですか,"稗粒腫治療（保険5個以内）は予約不要でお受けいただけます。診療カレンダーにて可能日をご確認のうえご来院ください。外来順でのご案内となります。なお、自費の稗粒腫取り放題（30個まで一律25,500円）は電話予約が必要です。詳しくはこちらからご確認いただけます → https://www.adeb.com/calendar/?utm_source=ai&utm_medium=sugudesk",25500
faq,施術・ピアス,予約なしでピアスの穴あけはできますか／ピアスは予約不要ですか,"ピアスの穴あけは予約不要でお受けいただけます。診療カレンダーにて可能日をご確認のうえご来院ください。対象は18歳以上（高校生不可）で、片耳のみの場合も両耳と同料金9,800円（税込）となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/calendar/?utm_source=ai&utm_medium=sugudesk",9800
faq,施術・ケミカルピーリング,ケミカルピーリングは何歳から受けられますか／ケミカルピーリングの対象年齢を教えてください,"ケミカルピーリングは特に年齢制限は設けておりませんが、未成年の方は保護者の同意が必要です。なお学割料金（全顔4,600円税込）もございます。詳しくはこちらからご確認いただけます → https://www.adeb.com/service/chemicalpiiling/?utm_source=ai&utm_medium=sugudesk",4600
faq,施術・アートメイク,眉のアートメイクはありますか/眉タトゥーはありますか,"アートメイクは眉・アイライン・リップ・ヘアライン（女性のみ）の施術を行っています。料金は各部位59,000円（税込）となります。完全予約制でお電話にてご予約を承っております。お電話：050-8882-5880（月〜水・金〜日 9:00〜13:00／14:00〜17:45、木曜休診）詳しくはこちらからご確認いただけます → https://www.adeb.com/service/artmake/?utm_source=ai&utm_medium=sugudesk",59000
faq,施術・内服薬,グルタチオンの内服薬はありますか／グルタチオンのサプリを処方してもらえますか,"グルタチオン100mgの内服薬（サプリメント）を取り扱っています。料金（税込）は90錠4,400円、180錠8,800円となります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",4400 8800
faq,料金・ボトックス,口の上のボトックスはいくらですか／口周りのボトックス料金を教えてください,"口の上のボトックスはアラガンボトックス1ポイント3,700円、ボツリヌストキシン1ポイント2,500円（税込）となります。必要なポイント数は医師の診察時に決まります。なお口の上のボトックスは電話予約制となっております。お電話：050-8882-5880（月〜水・金〜日 9:00〜13:00／14:00〜17:45、木曜休診）",2500 3700
faq,施術・ニキビ,ニキビ治療にはどのくらい費用と時間がかかりますか／ニキビ治療の料金と所要時間を教えてください,"ニキビ治療は保険診療と自由診療の2種類があります。保険診療では外用薬（ディフェリンゲル・ベピオゲル等）や内服薬の処方を中心に行います。自由診療ではケミカルピーリング（全顔6,900円・学割4,600円税込・施術約30分）、LED治療（初回1,100円・2回目以降2,800円税込）、フォト（光治療）などを組み合わせることができます。保険診療の診察料・薬代は保険の種類や処方内容によって異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/hoken/nikibi/?utm_source=ai&utm_medium=sugudesk",1100 2800 4600 6900
faq,料金・スマートサイドドット,Lマドンナの料金はいくらですか／Lマドンナはいくらですか,"Lマドンナの料金（税込）は1回24,500円、5回セット98,000円、5回セット終了後1回18,375円となります。施術時に金属製コンタクトを装着します（料金別途）。ご予約はスマートサイドドットレーザーの部位としてご選択いただけます。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",18375 24500 98000
faq,料金・肝斑,肝斑治療の料金はいくらですか／肝斑はいくらかかりますか,"肝斑治療の料金（税込）は施術メニューによって金額が異なります。・レーザートーニング（両ほほのみ1回（初回）3,300円・両ほほのみ1回5,500円・全顔1回15,080円・5回セット67,500円・10回セット119,000円）・ピコトーニング（全顔1回18,100円・5回セット81,000円・10回セット142,800円）。肌の状態によって適した施術が異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",3300 5500 15080 18100 67500 81000 119000 142800
faq,料金・クマ,クマ治療の料金/くま治療の料金,"クマ治療の料金（税込）はは施術メニューによって金額が異なります。・テノールネオ（初回お試し8,800円・1回43,000円・5回券125,000円・10回券208,000円）・マドンナリフト上（眉毛の下〜まつ毛の上の範囲）1回19,800円・5回セット79,200円・5回終了後14,850円・マドンナリフト下（まつ毛の下〜1.5cmまでの範囲）1回17,800円・5回セット71,200円・5回終了後13,350円・Lマドンナ1回24,500円・5回セット98,000円・5回終了後18,375円。クマの状態によって適した施術が異なりますので、まずは診察にてご相談ください。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",8800 13350 14850 17800 18375 19800 24500 43000 71200 79200 98000 125000 208000
faq,料金・クレーター,クレーター・ニキビ跡の治療料金はいくらですか／クレーター治療はいくらかかりますか,"クレーター・ニキビ跡治療の料金（税込）は施術メニューによって金額が異なります。・スマートサイドドットレーザー（両ほほ1回29,000円・5回セット116,000円）・ダーマペン4（初回全顔16,500円・2回目以降22,000円）・ヴェルヴェットスキン（初回全顔22,000円・2回目以降27,500円）・フォト（全顔 1回20,000円・3回セット54,000円・5回セット80,000円）。症状の程度によって適した施術が異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",16500 20000 22000 27500 29000 54000 80000 116000
faq,料金・シワ,シワ治療の料金はいくらですか／シワはいくらで治せますか,"シワ治療の料金（税込）は施術メニューによって金額が異なります。・ボトックス（アラガン1ポイント3,700円・ボツリヌストキシン1ポイント2,500円）・スマートサイドドットレーザー（眉間1回14,000円・額1回24,800円など部位により異なります）・サーマクール（顔1回目179,500円）・コラーゲンピール（初回顔11,000円・2回目以降15,400円）・48クリーム（10g 11,000円・50g 43,800円）。シワの部位や深さによって適した施術が異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",2500 3700 11000 14000 15400 24800 43800 179500
faq,料金・たるみ,たるみ治療の料金はいくらですか／たるみはいくらで改善できますか,"たるみ治療の料金（税込）は以下のとおりです。・サーマクール（顔1回目179,500円）・テノール（初回お試し6,600円・1回26,400円）・スマートサイドドットレーザー（両ほほ1回29,000円など部位により異なります）・マドンナリフト上（眉毛の下〜まつ毛の上の範囲）1回19,800円・5回セット79,200円・5回終了後14,850円・マドンナリフト下（まつ毛の下〜1.5cmまでの範囲）1回17,800円・5回セット71,200円・5回終了後13,350円・Lマドンナ1回24,500円・5回セット98,000円・5回終了後18,375円・ボトックス（アラガン1ポイント3,700円）。たるみの部位や程度によって適した施術が異なりますので、まずは診察にてご相談ください。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",3700 6600 13350 14850 17800 18375 19800 24500 26400 29000 71200 79200 98000 179500
faq,料金・毛穴,毛穴治療の料金はいくらですか／毛穴ケアはいくらかかりますか,"毛穴治療の料金（税込）は施術メニューによって金額が異なります。・ケミカルピーリング（全顔6,900円・学割4,600円）・スマートサイドドットレーザー（両ほほ1回29,000円など部位により異なります）・レーザートーニング（全顔1回15,080円・5回セット67,500円）。毛穴の種類や状態によって適した施術が異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",4600 6900 15080 29000 67500
faq,料金・くすみ,くすみ治療の料金はいくらですか／くすみ改善はいくらかかりますか,"くすみ治療の料金（税込）は施術メニューによって金額が異なります。・レーザートーニング（全顔1回15,080円・5回セット67,500円・10回セット119,000円）・フォト（光治療）（全顔1回20,000円・3回セット54,000円・5回セット80,000円）。肌の状態によって適した施術が異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",15080 20000 54000 67500 80000 119000
faq,料金・ニキビ,ニキビ治療の料金はいくらですか／ニキビ治療はいくらかかりますか,"ニキビ治療の料金（税込）は施術メニューによって金額が異なります。・保険診療（3割負担の場合、診察料・処方薬代が別途かかります）・ケミカルピーリング（全顔6,900円・学割4,600円）・スマートサイドドットレーザー（両ほほ1回29,000円など部位により異なります）。ニキビの状態や種類によって適した治療が異なります。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",4600 6900 29000
faq,料金・あざ,あざ・ADM治療の料金はいくらですか／あざ治療はいくらかかりますか,"あざ（ADM）治療の料金（税込）は両ほほ1回13,200円、両こめかみ1回8,800円となります。あざの種類や深さによって適した治療が異なりますので、まずは診察にてご相談ください。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",8800 13200
faq,料金・傷跡,傷跡・リストカット跡の治療料金はいくらですか,"傷跡・リストカット跡の治療にはスマートサイドドットレーザーをご案内しています。料金（税込）は傷跡の大きさにより異なります。線状のもの（顔）：2cm未満9,790円・10cm未満17,490円・15cm未満21,890円・20cm未満27,390円・20cm以上1cm×1,245円。片腕（前腕全体・リストカット等）体33,000円。詳しくはこちらからご確認いただけます → https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk",1245 9790 17490 21890 27390 33000
faq,料金・シミ,シミ取りの料金はいくらですか／シミを取るといくらかかりますか／シミ除去の費用を教えてください,"シミ治療の料金（税込）は施術メニューによって異なります。フラル式シミレーザー治療（顔）は初回5mm5,500円・10mm11,000円・15mm16,500円、シミ取り放題プランは初回3個7,800円・5個18,800円・10個29,800円となります。別途初診料3,300円・再診料880円がかかります。詳しくはこちらからご確認いただけます → [料金案内](https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk)",880 3300 5500 7800 11000 16500 18800 29800
faq,料金・ハイドラジェントル,ハイドラジェントル会員コースの料金を教えてください／ハイドラジェントルの月額はいくらですか,"ハイドラジェントル会員コース（月額）の料金（税込）は全顔月1回11,800円となります。ご入会時に入会金16,500円が別途必要です。最低契約期間は3ヶ月で、利用料は毎月前払いとなります。なお月の最大回数以下の来店でも翌月への繰り越しはありません。詳しくはこちらからご確認いただけます → [料金案内](https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk)",11800 16500
faq,料金・テノールネオ,テノールネオのシルバープラン・ゴールドプランとは何ですか／テノールネオの初回限定プランを教えてください,"テノールネオにはお試し後の初回限定チケットとして、シルバープラン（全2回33,000円）とゴールドプラン（全4回55,000円）（税込）があります。シルバープランまたはゴールドプランのご購入により、月額会員コースの入会金（16,500円）が免除されます。初回限定メニューはお一人様1回限りです。詳しくはこちらからご確認いただけます → [料金案内](https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk)",16500 33000 55000
faq,料金・会員,会員コースの入会金はいくらですか／入会金はかかりますか,"各会員コースご入会時には入会金16,500円（税込）が別途必要となります。ただしテノールネオのシルバープランまたはゴールドプランのご購入、またはレーザートーニング全顔5回の施術を受けることで入会金が免除されます。詳しくはこちらからご確認いただけます → [料金案内](https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk)",16500
faq,料金・取り放題,レーザー治療の取り放題はありますか／取り放題メニューはありますか／取り放題の料金を教えてください,"当院では以下の取り放題メニューをご案内しています。■ シミ取り放題（顔）・シミ取りレーザー3個 7,800円・5個 18,800円・10個 29,800円　■ 首イボ取り放題（mikoメソッド）・21〜50個 一律37,000円・51個目以降 1個740円　■ そばかす取り放題（ピコスポット）・200ショットまで 60,500円・300ショットまで 82,500円 ※オプション：当日100ショット追加22,000円・1年以内100ショット追加33,000円　■ 稗粒腫取り放題・1〜30個 一律25,500円・31個目以降 1個850円　詳しくはこちらからご確認いただけます → [料金案内](https://www.adeb.com/ryokin/%e3%82%a2%e3%83%bc%e3%83%87%e3%83%bb%e3%83%99%e3%83%bc%e3%82%af%e3%83%aa%e3%83%8b%e3%83%83%e3%82%af%e7%a7%8b%e7%94%b0%e9%99%a2/?utm_source=ai&utm_medium=sugudesk)",740 850 7800 18800 22000 25500 29800 33000 37000 60500 82500
faq_campaign,料金・ピコトーニング,ピコトーニングのキャンペーンはありますか／春のくすみリセットキャンペーンについて教えてください,"現在「新メニュー！ピコトーニングスタートCP ～春のくすみリセット～」を実施しています。ピコトーニングのキャンペーン料金（税込）は、初回お試し全顔1回16,290円（通常18,100円）、5回チケット72,900円（通常81,000円・10%OFF）、10回チケット128,520円（通常142,800円・10%OFF）となります。本キャンペーンはレーザートーニングを5回終了した方限定です。なおキャンペーン内容は予告なく変更となる場合があります。詳しくはこちらからご確認いただけます → https://www.adeb.com/service/pico-akita/?utm_source=ai&utm_medium=sugudesk",16290 18100 72900 81000 128520 142800
